X,Y,OBJECTID,CLASS,TANK_FUNCTION,TANK_MATERIAL,TANK_CONTENTS,TANK_UNDERGROUND,VOLUME,POTABLE_WATER,ROTATION,GIS_MANUFACTURER,ASSET_LEVEL_ACCURACY,ASSET_POSITIONAL_ACCURACY,FUNCTIONAL_LOC,GIS_CUSTODIAN,GIS_DESCRIPTION,GIS_OWNER,CREATED_DATE,LAST_EDITED_DATE,DATA_SOURCE
153.243367685,-27.733947486,523,STORAGE_TANK,IRRIGATION,FIBREGLASS,RECYCLED WATER,N,,N,,,F,D,F-WMSTAP,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:06:10,FPU
153.399446156,-27.968665818,524,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-NEDTWO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:10,FPU
153.293795269,-27.828146782,525,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:18,2019/05/25 13:05:08,FPU
153.356637375,-28.092770233,526,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-HINTER,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:40,FPU
153.427576656,-27.80526637,527,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,N,,,F,D,F-OTTIPP,51000989,STORAGE TANK NORTH OF CAFE,GCCC,2014/05/23 08:17:14,2019/05/25 13:05:00,FPU
153.293264278,-27.828698185,528,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:20,2019/05/25 13:05:32,FPU
153.35271043,-28.070479064,529,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-SIDB01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:41,FPU
153.231146,-27.881271769,530,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,24,N,,,F,,K-WATE07,51000811,Storage Tank,GCCC,2018/08/29 04:25:17,2020/04/14 05:42:13,
153.249382626,-27.8459105319999,531,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,R-B-BLACKSROADXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2020/04/14 05:40:14,FPU
153.234653865,-27.971523556,532,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-K-KINGPARROTCOURT,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:14,2020/04/14 05:40:14,
153.275558382,-28.036124249,533,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,R-N-NERANGMURWILLUM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:38,FPU
153.395695987,-28.130389807,534,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,20,N,,,F,,K-CHES01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/23 07:50:38,
153.225979508,-27.9499996879999,535,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,K-MYSTER,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:10,2020/04/23 07:50:38,
153.384588927,-28.044385366,536,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,,E,F-AMMERR,51000468,Storage Tank,GCCC,2018/09/26 03:26:17,2019/01/25 00:48:12,AIR
153.427564839,-27.806556493,537,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,10000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,BACK WASH TANK SEWERAGE TREATMENT PLANT,GCCC,2017/10/17 02:50:46,2019/05/25 13:04:32,
153.293346773,-27.828508368,538,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:26,2019/03/20 23:52:14,FPU
153.291814232,-27.829043618,539,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:29,2019/03/20 23:52:14,FPU
153.256514746,-27.923329999,540,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-T-TARATAROADXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:48:53,
153.292001602,-27.829315132,541,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:01:31,2019/03/20 23:52:14,FPU
153.243750972,-27.733363657,542,STORAGE_TANK,OTHER,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,,F-WMSTAP,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:33,
153.387129904,-27.957035791,543,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-WALLYF,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:30,FPU
153.364284682,-27.915073261,544,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,F-NUCOOM,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:33,FPU
153.338723728,-27.985246263,545,STORAGE_TANK,OTHER,OTHER,RAIN WATER,,,,,,F,D,F-ADNERA,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:04:29,FPU
153.412304234,-27.958116667,546,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:36,
153.389917683,-28.214400149,547,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,,,,,,F,,K-BRAEWO,51000811,STORAGE TANK,SG,2014/05/23 08:17:15,2019/05/25 13:06:15,
153.388670831,-27.910359866,548,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,,,,,,F,D,K-RUNA03,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:04:36,FPU
153.415460786,-28.002171113,549,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,,,,,,F,D,F-ADCHAM,51003030,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/08/25 23:08:57,FPU
153.427452457,-27.805797669,550,STORAGE_TANK,,PLASTIC,STORMWATER,N,25,N,,,F,E,F-OTTIPP,51000989,25000 LITRES STORAGE TANK,GCCC,2016/10/30 22:46:40,2019/01/23 04:39:23,AIR
153.303865557,-27.830565022,551,STORAGE_TANK,SEPTIC,CONCRETE,TBA,Y,20,N,,,F,D,F-OTABAN,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:16,FPU
153.40620614,-27.986810291,552,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-BIRTWI,51100218,STORAGE TANK,GCCC,2014/05/23 08:17:10,2019/05/25 13:06:02,FPU
153.422354025,-27.9059820209999,553,STORAGE_TANK,SEPTIC,PLASTIC,GROUND WATER,N,,,,,F,E,S-TP-TPLNT-SCUR,51000989,STORAGE TANK IN TREATEMENT PLANT,GCCC,2015/08/18 03:15:39,2019/05/25 13:04:35,
153.411769526,-27.957976028,554,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:36,
153.412415139,-27.9579831199999,555,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:36,
153.292853386,-28.124309045,556,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-NERANW,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:04:36,FPU
153.23850004,-28.012999969,557,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,,R-F-FREEMANSROADXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:40:14,
153.363054764,-28.1382649949999,558,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-BONO02,51000811,FIRE FIGHTING STORAGE TANK,GCCC,2017/07/24 04:14:03,2020/04/14 05:40:14,AIR
153.4752307,-28.135306822,559,STORAGE_TANK,DRINKING WATER,GALVANISED STEEL,RAIN WATER,N,,Y,,,F,D,F-CCTHRO-MAINBU,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:04:36,FPU
153.427590721,-27.805159644,560,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,N,,,F,D,F-OTTIPP,51000989,STORAGE TANK NORTH OF CAFE,GCCC,2014/05/23 08:17:14,2019/05/25 13:04:38,FPU
153.259437563,-27.711614165,561,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,N,,,F,D,K-ZIPFSP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:53,FPU
153.423298739,-27.8124667879999,562,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,Y,,,F,,F-OTSSTR,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:20,2019/05/25 13:05:53,
153.381747412,-28.0080925689999,563,STORAGE_TANK,IRRIGATION,CORRUGATED GALVANISE,RAIN WATER,N,,N,,,F,D,K-GOLD02,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:09,2019/05/25 13:05:54,FPU
153.366023022,-27.7804660749999,564,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,Y,,N,,Gough Plastic - Dump-Ezy,F,E,F-TPJACO,51000989,STORAGE TANK - DUMPING POINT,GCCC,2018/07/03 03:03:27,2019/05/25 13:05:54,
153.366017149,-27.780504548,565,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,60,N,,AUSTRALIAN TANKS,F,E,F-TPJACO,51000989,COLLECTS AMENITIES WASTE WATER,GCCC,2018/06/27 00:29:36,2019/05/25 13:05:54,
153.352707278,-28.0705677,566,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-SIDB01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:54,FPU
153.215880823,-27.753206145,567,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-STANMO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:54,FPU
153.418064681,-27.9719194799999,568,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,,K-QUEENS,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:54,
153.426360742,-28.0007912569999,569,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,,K-APPELP,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:05:54,
153.390649255,-27.936999709,570,STORAGE_TANK,DRINKING WATER,PLASTIC,RECYCLED WATER,N,20,Y,,,F,E,K-COSZAN,51000811,WATER RECYCLE - STORAGE TANK,GCCC,2017/08/14 23:00:13,2019/05/25 13:05:19,AIR
153.382925163,-28.006762105,571,STORAGE_TANK,,PLASTIC,UNTREATED WATER,,,N,,,F,E,K-GOLD02,51000811,STORAGE TANK,GCCC,2015/10/31 23:24:28,2019/05/25 13:04:14,AIR
153.425562014,-27.9515907649999,572,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-MURIEL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:23,FPU
153.411156177,-28.08419328,573,STORAGE_TANK,OTHER,GALVANISED STEEL,RAIN WATER,N,,N,,,F,D,K-LAKE04,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:14,2019/05/25 13:05:56,FPU
153.42753929,-27.8066132709999,574,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 01:54:29,2019/05/25 13:05:56,
153.412504924,-27.9576746339999,575,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBROA,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:56,
153.366212176,-27.780255052,576,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:57,AIR
153.366244964,-27.780249189,577,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:57,AIR
153.421082871,-28.1323552109999,578,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,D,K-COPLIC,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:58,FPU
153.364589141,-28.077431775,579,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,D,F-ACMUDG,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:58,FPU
153.418006254,-27.97183545,580,STORAGE_TANK,IRRIGATION,CONCRETE,RECYCLED WATER,Y,,N,,,F,,K-QUEENS,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:58,
153.224549792,-27.834949486,581,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,24,N,,,F,D,R-U-UPPERORMEAUROAD,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:47:09,FPU
153.399170202,-28.179213304,582,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-ELLEMF,51000811,Storage Tank,GCCC,2017/11/19 22:30:24,2020/04/14 05:40:14,
153.261975681,-27.90215009,583,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,R-O-OTMOORROADXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:40:14,FPU
153.364949824,-27.7802869129999,584,STORAGE_TANK,DRINKING WATER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.365623815,-27.779809299,585,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.365518346,-27.7797300619999,586,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.403153114,-28.207875299,587,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,18,N,,,F,,R-B-BAINSROADXXXXXX,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:15,2020/04/14 05:37:20,
153.421799738,-27.8957005139999,588,STORAGE_TANK,SEPTIC,CONCRETE,RAIN WATER,N,,N,,,F,E,F-CGBPAR,51000989,STORAGE TANK ONTOP OF PUBLIC AMENITIES,GCCC,2015/07/15 03:52:11,2019/05/25 13:04:59,
153.363591758,-27.779548313,589,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,F-CCJACO-MAINBU,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:38,FPU
153.365451126,-27.779676357,590,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.455121963,-28.092183763,591,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPBURL,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:11,2019/05/25 13:05:59,AIR
153.430196027,-28.0625540739999,592,STORAGE_TANK,IRRIGATION,PLASTIC,RECYCLED WATER,N,,N,,,F,D,F-ACMIAM,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:59,FPU
153.24499487,-27.7326723429999,593,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,F-AMSTAP,51000468,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:01,FPU
153.309180816,-28.0404475899999,594,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,,N,,,F,E,K-FRANKC,51000811,STORAGE TANK RAINWATER,GCCC,2017/02/20 01:52:19,2019/05/25 13:06:01,AIR
153.430064114,-27.988973609,595,STORAGE_TANK,OTHER,CONCRETE,STORMWATER,Y,1.06,,,,F,E,K-NARR01,51000811,PREFABRICATED UNDERGROUND SOAKWELL,GCCC,2020/03/24 01:18:24,2020/03/24 02:41:48,AIR
153.264543467,-28.0245422579999,596,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,D,K-LOWERB,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2020/04/14 05:40:14,FPU
153.305080819,-27.73790445,597,STORAGE_TANK,DRINKING WATER,CONCRETE,RAIN WATER,N,,Y,,,F,D,K-PIMP01,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:19,FPU
153.246758481,-28.042771301,598,STORAGE_TANK,SEPTIC,FIBREGLASS,UNTREATED WATER,Y,,N,,,F,D,K-SYDDUN,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:18,FPU
153.426347475,-27.8093168739999,599,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,,F-CGTIPP,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:16,
153.366053614,-27.780487254,600,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,60,N,,AUSTRALIAN TANKS,F,E,F-TPJACO,51000989,COLLECTS AMENITIES WASTE WATER,GCCC,2018/06/27 00:35:41,2019/05/25 13:04:30,
153.234940353,-27.938350468,601,STORAGE_TANK,FIRE FIGHTING,CONCRETE,RAIN WATER,N,22,N,,,F,E,K-HOLL01,51000811,WATER STORAGE TANK,GCCC,2016/05/16 03:08:02,2020/04/14 05:45:38,AIR
153.421631714,-28.137791536,602,STORAGE_TANK,,,TBA,,,,,,F,D,F-CFTALL,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:05,2019/05/25 13:06:02,FPU
153.40437343,-27.9702640799999,603,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,D,K-OWENPA,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:07,2019/05/25 13:06:02,FPU
153.399169355,-28.179275643,604,STORAGE_TANK,FIRE FIGHTING,CONCRETE,NON-POTABLE WATER,N,22,N,,,F,E,K-ELLEMF,51000811,Storage Tank,GCCC,2017/11/19 22:30:20,2020/04/23 07:50:35,AIR
153.356283228,-28.037473613,605,STORAGE_TANK,,PLASTIC,RAIN WATER,N,,,,,F,,F-DPCARR,51003030,RAIN WATER STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/07/18 01:27:38,
153.356366826,-28.037490985,606,STORAGE_TANK,,PLASTIC,RAIN WATER,N,,,,,F,,F-DPCARR,51003030,RAIN WATER STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/07/18 01:28:05,
153.412011953,-28.110685584,607,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:08,2020/05/14 05:26:08,AIR
153.384357054,-27.957398261,608,STORAGE_TANK,IRRIGATION,PLASTIC,RAIN WATER,N,,N,,,F,D,K-WALLYF,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:17,2019/05/25 13:05:08,FPU
153.365679111,-27.779851483,609,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.248200683,-27.739585239,610,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,23.64,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 23 KL,GCCC,2018/11/30 03:47:28,2020/05/14 05:26:08,AIR
153.293808097,-27.828108717,611,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-HERI02,51000811,Storage Tank,GCCC,2016/02/04 23:20:20,2019/05/25 13:05:37,FPU
153.348644845,-28.000430044,612,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,K-GLENNO,51000811,STORAGE TANK,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:27,FPU
153.427509416,-27.9765529539999,613,STORAGE_TANK,OTHER,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:13,2019/05/25 13:05:00,AIR
153.366282906,-27.780282574,614,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:18,2019/05/25 13:05:57,AIR
153.365417447,-27.779615884,615,STORAGE_TANK,IRRIGATION,FIBREGLASS,RAIN WATER,N,,,,,F,E,F-TPJACO,51000989,STORAGE TANK.,GCCC,2014/05/23 08:17:07,2019/05/25 13:05:59,AIR
153.427474039,-27.806659118,616,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 02:33:47,2019/05/25 13:04:20,
153.427517464,-27.806562867,617,STORAGE_TANK,SEPTIC,PLASTIC,EFFLUENT,N,20000,N,,Alpha Concepts Pty Ltd,F,E,S-TP-TPLNT-TIPP,51000989,SEWERAGE TREATEMENT PLANT STORAGE TANKS,GCCC,2017/10/17 01:54:56,2019/05/25 13:04:30,
153.395771664,-28.2051959739999,618,STORAGE_TANK,SEPTIC,CONCRETE,EFFLUENT,Y,28,N,,Australian Tanks,F,E,K-CURR09,51000811,Storage Tank,GCCC,2018/01/30 04:21:24,2019/05/25 13:04:17,
153.402151766,-28.152549897,619,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,F-CCTALL,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:07,2020/04/24 01:09:10,FPU
153.402133907,-28.152550036,620,STORAGE_TANK,OTHER,CONCRETE,RAIN WATER,N,,N,,,F,D,F-CCTALL,51001196,STORAGE TANK,GCCC,2014/05/23 08:17:07,2020/04/24 01:09:21,FPU
153.426942024,-27.8100074179999,621,STORAGE_TANK,SEPTIC,CONCRETE,UNTREATED WATER,Y,,N,,,F,E,F-WMTIPP,51100218,STORAGE TANK - SPILL KIT,GCCC,2016/05/27 04:12:40,2020/05/14 03:56:02,AIR
153.248389012,-27.738829521,622,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,1000,N,,PENTAIR SOUTHERN CROSS,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 1 ML,GCCC,2018/11/30 03:46:56,2020/05/14 05:26:08,AIR
153.412770246,-28.110495058,623,STORAGE_TANK,,,PONDED WATER,N,22,,,DURAPLAS INDUSTRIES,F,E,F-WMREED,51100218,HEADER TANK,GCCC,2019/01/07 23:11:45,2020/05/14 05:26:08,AIR
153.412044396,-28.110716536,624,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:10,2020/05/14 05:26:08,AIR
153.41273129,-28.110451229,625,STORAGE_TANK,,,PONDED WATER,N,22,,,DURAPLAS INDUSTRIES,F,E,F-WMREED,51100218,SEC SEDIMENT TANK,GCCC,2019/01/07 23:11:42,2020/05/14 05:26:08,AIR
153.411947081,-28.110627263,626,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:03,2020/05/14 05:26:08,AIR
153.248456273,-27.738944051,627,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,46.82,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 47 KL,GCCC,2018/11/30 03:47:11,2020/05/14 05:26:08,AIR
153.427882676,-27.976165147,628,STORAGE_TANK,DRINKING WATER,PLASTIC,RAIN WATER,N,,,,,F,E,F-TPMAIN,51000989,STORAGE TANK,GCCC,2014/05/23 08:17:12,2019/05/25 13:05:05,AIR
153.403186687,-28.005201337,629,STORAGE_TANK,OTHER,CONCRETE,EFFLUENT,N,20000,N,,,A,A,S-CO-SPUMP-A102,51100218,3 m diameter x 3.4 m depth,GCCC,2020/04/08 21:38:44,2020/04/09 07:05:30,AIR
153.24819851,-27.739515378,630,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,23.64,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 23 KL,GCCC,2018/11/30 03:47:21,2020/05/14 05:26:08,AIR
153.419151732,-28.108100534,631,STORAGE_TANK,OTHER,PLASTIC,RAIN WATER,N,10,N,,,F,E,F-WMREE2-SHED01,51100218,Rainwater collection for general use,GCCC,2015/01/21 00:23:49,2020/05/14 03:56:02,AIR
153.412020353,-28.110769154,632,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:21,2020/05/14 05:26:08,AIR
153.4119244,-28.11068346,633,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,22.7,N,,TANKS R US,F,E,F-WMREED,51100218,LEACHATE TANK - 22.7 KL,GCCC,2019/01/08 01:02:16,2020/05/14 05:26:08,AIR
153.248309917,-27.7389228169999,634,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,46.82,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 47 KL,GCCC,2018/11/30 03:47:01,2020/05/14 05:26:08,AIR
153.248407939,-27.738938763,635,STORAGE_TANK,OTHER,PLASTIC,EFFLUENT,N,46.82,N,,CLARK TANKS INDUSTRIAL,A+,E,F-WMSTAP,51100218,LEACHATE TANK - 47 KL,GCCC,2018/11/30 03:47:07,2020/05/14 05:26:08,AIR
